Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2017,2017 Annual,"Smoking - $75,000 or More",New York,24.0,9.4,0.0,10.6,8.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",North Carolina,11.0,8.1,-0.6,9.9,6.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",North Dakota,47.0,12.3,1.35,14.2,10.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Ohio,41.0,11.0,0.74,12.9,9.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Oklahoma,41.0,11.0,0.74,13.2,8.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Oregon,6.0,7.5,-0.88,9.2,5.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Pennsylvania,29.0,9.9,0.23,11.7,8.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Rhode Island,21.0,9.1,-0.14,11.3,7.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",South Carolina,21.0,9.1,-0.14,10.9,7.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",South Dakota,33.0,10.2,0.37,13.1,7.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Tennessee,36.0,10.8,0.65,13.3,8.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Texas,37.0,10.9,0.7,13.0,8.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Utah,2.0,5.7,-1.72,6.9,4.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Vermont,4.0,7.3,-0.97,9.0,5.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Virginia,14.0,8.3,-0.51,9.7,7.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Washington,6.0,7.5,-0.88,8.6,6.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",West Virginia,34.0,10.7,0.6,12.8,8.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Wisconsin,45.0,12.0,1.21,14.3,9.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Wyoming,18.0,8.9,-0.23,11.3,6.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",United States,,9.4,,9.8,9.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",District of Columbia,,8.4,,10.3,6.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Alabama,39.0,34.7,1.36,37.9,31.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Alaska,46.0,37.5,1.82,44.7,30.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Arizona,5.0,21.4,-0.84,24.4,18.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Arkansas,45.0,36.2,1.6,40.9,31.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",California,1.0,16.0,-1.74,17.8,14.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Colorado,17.0,26.9,0.07,29.4,24.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Connecticut,15.0,25.9,-0.1,29.0,22.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Delaware,25.0,29.1,0.43,33.4,24.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Florida,12.0,24.1,-0.4,26.0,22.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Georgia,18.0,27.1,0.1,30.5,23.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Hawaii,5.0,21.4,-0.84,24.4,18.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Idaho,21.0,28.5,0.33,32.4,24.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Illinois,9.0,22.8,-0.61,26.2,19.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Indiana,42.0,35.0,1.41,37.8,32.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Iowa,24.0,29.0,0.41,32.4,25.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Kansas,34.0,32.5,0.99,35.2,29.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Kentucky,48.0,40.8,2.0,43.8,37.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Louisiana,27.0,30.3,0.63,34.7,25.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Maine,42.0,35.0,1.41,38.2,31.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Maryland,16.0,26.4,-0.02,29.3,23.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Massachusetts,11.0,23.3,-0.53,27.2,19.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Michigan,38.0,33.9,1.22,36.5,31.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Minnesota,20.0,28.2,0.28,30.5,25.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Mississippi,28.0,30.6,0.68,33.7,27.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Missouri,48.0,40.8,2.0,45.0,36.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Montana,35.0,33.1,1.09,37.1,29.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Nebraska,22.0,28.8,0.38,31.8,25.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Nevada,10.0,23.1,-0.56,27.2,19.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",New Hampshire,41.0,34.8,1.37,39.4,30.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",New Jersey,7.0,21.8,-0.78,25.3,18.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",New Mexico,8.0,22.3,-0.69,25.1,19.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",New York,4.0,21.0,-0.91,22.9,19.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",North Carolina,23.0,28.9,0.4,32.0,25.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",North Dakota,36.0,33.2,1.11,37.5,29.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Ohio,47.0,39.3,2.0,42.5,36.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Oklahoma,30.0,31.1,0.76,34.5,27.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Oregon,26.0,29.3,0.46,32.8,25.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Pennsylvania,32.0,31.7,0.86,35.1,28.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Rhode Island,13.0,24.2,-0.38,28.1,20.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",South Carolina,37.0,33.4,1.14,36.1,30.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",South Dakota,44.0,35.3,1.45,41.1,29.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Tennessee,39.0,34.7,1.36,38.4,31.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Texas,3.0,20.5,-0.99,23.3,17.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Utah,2.0,18.8,-1.27,22.1,15.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Vermont,29.0,30.8,0.71,34.6,27.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Virginia,19.0,27.7,0.2,30.5,24.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Washington,14.0,24.6,-0.31,27.0,22.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",West Virginia,48.0,40.8,2.0,43.4,38.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Wisconsin,31.0,31.2,0.78,35.7,26.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",Wyoming,33.0,31.8,0.88,37.2,26.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",United States,,26.5,,27.1,26.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - Less Than $25,000",District of Columbia,,27.5,,32.0,23.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,"Smoking - $25-$49,999",Alabama,30.0,20.8,0.34,23.9,17.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Alaska,35.0,21.1,0.44,27.4,14.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Arizona,20.0,18.8,-0.28,20.7,16.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Arkansas,27.0,20.3,0.19,25.0,15.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",California,4.0,14.6,-1.59,17.2,11.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Colorado,22.0,19.5,-0.06,22.1,16.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Connecticut,19.0,18.7,-0.31,21.8,15.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Delaware,27.0,20.3,0.19,24.4,16.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Florida,10.0,17.4,-0.72,20.2,14.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Georgia,43.0,23.4,1.16,27.0,19.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Hawaii,2.0,13.2,-2.0,15.5,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Idaho,3.0,14.3,-1.69,17.0,11.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Illinois,16.0,18.1,-0.5,21.2,15.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Indiana,45.0,24.1,1.38,26.3,21.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Iowa,32.0,20.9,0.38,23.3,18.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Kansas,29.0,20.4,0.22,22.0,18.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Kentucky,50.0,27.3,2.0,31.3,23.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Louisiana,47.0,24.5,1.5,28.6,20.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Maine,13.0,17.8,-0.59,20.2,15.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Maryland,12.0,17.6,-0.66,20.6,14.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Massachusetts,7.0,16.9,-0.88,20.9,12.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Michigan,49.0,24.7,1.56,27.3,22.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Minnesota,17.0,18.6,-0.34,20.4,16.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Mississippi,41.0,22.7,0.94,26.5,18.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Missouri,42.0,23.1,1.06,26.3,19.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Montana,5.0,15.4,-1.34,18.2,12.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Nebraska,13.0,17.8,-0.59,19.9,15.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Nevada,17.0,18.6,-0.34,23.0,14.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",New Hampshire,34.0,21.0,0.41,25.8,16.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",New Jersey,23.0,19.7,0.0,23.2,16.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",New Mexico,10.0,17.4,-0.72,20.5,14.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",New York,13.0,17.8,-0.59,20.2,15.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",North Carolina,32.0,20.9,0.38,24.4,17.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",North Dakota,26.0,20.0,0.09,22.9,17.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Ohio,46.0,24.2,1.41,26.8,21.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Oklahoma,44.0,23.5,1.19,26.6,20.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Oregon,8.0,17.0,-0.84,20.0,14.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Pennsylvania,38.0,22.2,0.78,25.2,19.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Rhode Island,23.0,19.7,0.0,24.0,15.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",South Carolina,25.0,19.9,0.06,22.4,17.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",South Dakota,39.0,22.3,0.81,26.7,17.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Tennessee,47.0,24.5,1.5,28.1,20.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Texas,37.0,21.7,0.63,25.8,17.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Utah,1.0,12.0,-2.0,14.1,10.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Vermont,36.0,21.4,0.53,24.6,18.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Virginia,30.0,20.8,0.34,23.8,17.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Washington,6.0,15.5,-1.31,17.5,13.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",West Virginia,39.0,22.3,0.81,25.2,19.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Wisconsin,8.0,17.0,-0.84,19.9,14.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",Wyoming,21.0,19.1,-0.19,22.5,15.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",United States,,19.7,,20.3,19.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",District of Columbia,,14.4,,17.5,11.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Alabama,41.0,17.1,0.66,21.1,13.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Alaska,45.0,18.5,1.17,24.2,12.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Arizona,5.0,12.8,-0.91,14.9,10.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Arkansas,12.0,13.3,-0.73,17.9,8.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",California,4.0,12.4,-1.06,15.1,9.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Colorado,13.0,13.6,-0.62,16.1,11.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Connecticut,7.0,13.0,-0.84,15.7,10.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Delaware,24.0,15.5,0.07,20.1,10.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Florida,38.0,16.7,0.51,20.4,13.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Georgia,23.0,15.1,-0.07,19.1,11.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Hawaii,7.0,13.0,-0.84,16.1,9.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Idaho,14.0,13.7,-0.58,17.9,9.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Illinois,42.0,17.6,0.84,21.2,14.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Indiana,39.0,16.8,0.55,19.1,14.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Iowa,22.0,15.0,-0.11,17.4,12.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Kansas,28.0,16.0,0.26,17.8,14.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Kentucky,50.0,22.4,2.0,27.0,17.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Louisiana,49.0,21.7,2.0,26.5,16.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Maine,33.0,16.3,0.37,19.5,13.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Maryland,3.0,12.3,-1.1,14.8,9.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Massachusetts,32.0,16.2,0.33,21.5,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Michigan,26.0,15.9,0.22,18.6,13.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Minnesota,16.0,13.8,-0.55,15.8,11.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Mississippi,34.0,16.4,0.4,20.9,11.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Missouri,28.0,16.0,0.26,19.4,12.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Montana,9.0,13.2,-0.77,16.8,9.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Nebraska,9.0,13.2,-0.77,15.5,10.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Nevada,48.0,21.6,2.0,28.5,14.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",New Hampshire,5.0,12.8,-0.91,16.5,9.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",New Jersey,20.0,14.6,-0.26,18.2,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",New Mexico,14.0,13.7,-0.58,17.2,10.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",New York,2.0,11.6,-1.35,14.0,9.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",North Carolina,18.0,14.5,-0.29,18.2,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",North Dakota,36.0,16.5,0.44,19.7,13.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Ohio,30.0,16.1,0.29,19.0,13.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Oklahoma,30.0,16.1,0.29,19.6,12.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Oregon,26.0,15.9,0.22,19.3,12.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Pennsylvania,43.0,17.8,0.91,21.3,14.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Rhode Island,17.0,14.3,-0.37,18.9,9.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",South Carolina,34.0,16.4,0.4,19.3,13.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",South Dakota,44.0,18.3,1.1,22.9,13.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Tennessee,47.0,20.7,1.97,24.7,16.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Texas,24.0,15.5,0.07,20.1,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Utah,1.0,8.0,-2.0,9.9,6.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Vermont,21.0,14.7,-0.22,18.5,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Virginia,40.0,16.9,0.58,20.0,13.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Washington,9.0,13.2,-0.77,15.5,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",West Virginia,46.0,19.9,1.68,23.9,16.0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Wisconsin,18.0,14.5,-0.29,17.8,11.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",Wyoming,36.0,16.5,0.44,20.2,12.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",United States,,15.3,,16.0,14.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",District of Columbia,,13.9,,18.6,9.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",Alabama,33.0,10.0,0.28,12.4,7.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",Alaska,43.0,12.6,1.48,15.9,9.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",Arizona,17.0,8.6,-0.37,9.9,7.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",Arkansas,29.0,9.8,0.19,13.3,6.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",California,14.0,8.4,-0.46,10.1,6.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",Colorado,9.0,7.7,-0.79,8.9,6.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",Connecticut,5.0,7.2,-1.02,8.5,5.9,"CDC, Behavioral Risk Factor Surveillance System",2017
